Sex,Age,Influencer
Female,18,0
Female,18,0
Female,18,0
Female,18,0
Female,18,0
Female,18,0
Female,18,0
Female,18,0
Female,18,0
Female,18,0
Female,18,0
Female,18,0
Female,18,0
Female,18,0
Female,18,0
Female,18,0
Female,18,0
Female,18,0
Female,18,0
Female,18,0
Female,18,0
Female,18,0
Female,18,0
Female,18,0
Female,18,0
Female,18,0
Female,18,0
Female,18,0
Female,18,0
Female,18,0
Female,18,0
Female,18,0
Female,18,0
Female,18,0
Female,18,0
Female,18,0
Female,18,0
Female,18,0
Female,18,0
Female,18,0
Female,18,0
Female,18,0
Female,18,0
Female,18,0
Female,18,0
Female,18,0
Female,18,0
Female,18,0
Female,18,0
Female,18,0
Female,18,0
Female,18,0
Female,18,0
Female,18,0
Female,18,0
Female,18,0
Female,18,0
Female,18,0
Female,18,0
Female,18,0
Female,18,0
Female,18,0
Female,18,0
Female,18,0
Female,18,0
Female,18,0
Female,18,0
Female,18,0
Female,18,0
Female,18,0
Female,18,0
Female,18,0
Female,18,0
Female,18,0
Female,18,0
Female,18,0
Female,18,0
Female,18,0
Female,18,0
Female,18,0
Female,18,0
Female,18,0
Female,18,0
Female,18,0
Female,18,0
Female,18,0
Female,18,0
Female,18,0
Female,18,0
Female,18,0
Female,18,0
Female,18,0
Female,18,0
Female,18,0
Female,18,0
Female,18,0
Female,18,0
Female,18,0
Female,18,0
Female,18,0
Female,18,0
Female,18,0
Female,18,0
Female,18,0
Female,18,0
Female,18,0
Female,18,0
Female,18,0
Female,18,0
Female,18,0
Female,18,0
Female,18,0
Female,18,0
Female,18,0
Female,18,0
Female,18,0
Female,18,0
Female,18,0
Female,18,0
Female,18,0
Female,18,0
Female,18,0
Female,18,0
Female,18,0
Female,18,0
Female,18,0
Female,18,0
Female,18,0
Female,18,0
Female,18,0
Female,18,0
Female,18,0
Female,18,0
Female,18,0
Female,18,0
Female,18,0
Female,18,0
Female,18,0
Female,18,0
Female,18,0
Female,18,0
Female,18,0
Female,18,0
Female,18,0
Female,18,0
Female,18,0
Female,18,0
Female,18,0
Female,18,0
Female,18,0
Female,18,0
Female,18,0
Female,18,0
Female,18,0
Female,18,0
Female,18,0
Female,18,0
Female,18,0
Female,18,0
Female,18,0
Female,18,0
Female,18,0
Female,18,0
Female,18,0
Female,18,0
Female,18,0
Female,18,0
Female,18,0
Female,18,0
Female,18,0
Female,18,0
Female,18,0
Female,18,0
Female,18,0
Female,18,0
Female,18,0
Female,18,0
Female,18,0
Female,18,0
Female,18,0
Female,18,0
Female,18,0
Female,18,0
Female,18,0
Female,18,0
Female,18,0
Female,18,0
Female,18,0
Female,18,0
Female,18,0
Female,18,0
Female,18,0
Female,18,0
Female,18,0
Female,18,0
Female,18,0
Female,18,0
Female,18,0
Female,18,0
Female,18,0
Female,18,0
Female,18,0
Female,18,0
Female,18,0
Female,18,0
Female,19,0
Female,19,0
Female,19,0
Female,19,0
Female,19,0
Female,19,0
Female,19,0
Female,19,0
Female,19,0
Female,19,0
Female,19,0
Female,19,0
Female,19,0
Female,19,0
Female,19,0
Female,19,0
Female,19,0
Female,19,0
Female,19,0
Female,19,0
Female,19,0
Female,19,0
Female,19,0
Female,19,0
Female,19,0
Female,19,0
Female,19,0
Female,19,0
Female,19,0
Female,19,0
Female,19,0
Female,19,0
Female,19,0
Female,19,0
Female,19,0
Female,19,0
Female,19,0
Female,19,0
Female,19,0
Female,19,0
Female,19,0
Female,19,0
Female,19,0
Female,19,0
Female,19,0
Female,19,0
Female,19,0
Female,19,0
Female,19,0
Female,19,0
Female,19,0
Female,19,0
Female,19,0
Female,19,0
Female,19,0
Female,19,0
Female,19,0
Female,19,0
Female,19,0
Female,19,0
Female,19,0
Female,19,0
Female,19,0
Female,19,0
Female,19,0
Female,19,0
Female,19,0
Female,19,0
Female,19,0
Female,19,0
Female,19,0
Female,19,0
Female,19,0
Female,19,0
Female,19,0
Female,19,0
Female,19,0
Female,19,0
Female,19,0
Female,19,0
Female,19,0
Female,19,0
Female,19,0
Female,19,0
Female,19,0
Female,19,0
Female,19,0
Female,19,0
Female,19,0
Female,19,0
Female,19,0
Female,19,0
Female,19,0
Female,19,0
Female,19,0
Female,19,0
Female,19,0
Female,19,0
Female,19,0
Female,19,0
Female,19,0
Female,19,0
Female,19,0
Female,19,0
Female,19,0
Female,19,0
Female,19,0
Female,19,0
Female,19,0
Female,19,0
Female,19,0
Female,19,0
Female,19,0
Female,19,0
Female,19,0
Female,19,0
Female,19,0
Female,19,0
Female,19,0
Female,19,0
Female,19,0
Female,19,0
Female,19,0
Female,19,0
Female,19,0
Female,19,0
Female,19,0
Female,19,0
Female,19,0
Female,19,0
Female,19,0
Female,19,0
Female,19,0
Female,19,0
Female,19,0
Female,19,0
Female,19,0
Female,19,0
Female,19,0
Female,19,0
Female,19,0
Female,19,0
Female,19,0
Female,19,0
Female,19,0
Female,19,0
Female,19,0
Female,19,0
Female,19,0
Female,19,0
Female,19,0
Female,19,0
Female,19,0
Female,19,0
Female,19,0
Female,19,0
Female,19,0
Female,19,0
Female,19,0
Female,19,0
Female,19,0
Female,19,0
Female,19,0
Female,19,0
Female,19,0
Female,19,0
Female,19,0
Female,19,0
Female,19,0
Female,19,0
Female,19,0
Female,19,0
Female,19,0
Female,19,0
Female,19,0
Female,19,0
Female,19,0
Female,19,0
Female,19,0
Female,19,0
Female,19,0
Female,19,0
Female,19,0
Female,19,0
Female,19,0
Female,19,0
Female,19,0
Female,19,0
Female,19,0
Female,19,0
Female,19,0
Female,19,0
Female,19,0
Female,19,0
Female,19,0
Female,19,0
Female,19,0
Female,19,0
Female,19,0
Female,19,0
Female,19,0
Female,19,0
Female,19,0
Female,19,0
Female,19,0
Female,19,0
Female,19,0
Female,19,0
Female,19,0
Female,19,0
Female,19,0
Female,19,0
Female,19,0
Female,19,0
Female,19,0
Female,19,0
Female,19,0
Female,19,0
Female,19,0
Female,19,0
Female,19,0
Female,19,0
Female,19,0
Female,19,0
Female,19,0
Female,19,0
Female,19,0
Female,19,0
Female,19,0
Female,19,0
Female,19,0
Female,19,0
Female,19,0
Female,19,0
Female,19,0
Female,19,0
Female,19,0
Female,19,0
Female,19,0
Female,19,0
Female,19,0
Female,19,0
Female,19,0
Female,19,0
Female,19,0
Female,19,0
Female,19,0
Female,19,0
Female,19,0
Female,19,0
Female,19,0
Female,19,0
Female,19,0
Female,19,0
Female,19,0
Female,19,0
Female,19,0
Female,19,0
Female,19,0
Female,19,0
Female,19,0
Female,19,0
Female,19,0
Female,19,0
Female,19,0
Female,19,0
Female,19,0
Female,19,0
Female,19,0
Female,19,0
Female,19,0
Female,19,0
Female,19,0
Female,19,0
Female,19,0
Female,19,0
Female,19,0
Female,19,0
Female,19,0
Female,19,0
Female,19,0
Female,19,0
Female,19,0
Female,19,0
Female,19,0
Female,19,0
Female,19,0
Female,19,0
Female,19,0
Female,19,0
Female,19,0
Female,19,0
Female,19,0
Female,19,0
Female,19,0
Female,19,0
Female,19,0
Female,19,0
Female,19,0
Female,19,0
Female,19,0
Female,19,0
Female,19,0
Female,19,0
Female,19,0
Female,19,0
Female,19,0
Female,19,0
Female,19,0
Female,19,0
Female,19,0
Female,19,0
Female,19,0
Female,19,0
Female,19,0
Female,19,0
Female,19,0
Female,19,0
Female,19,0
Female,19,0
Female,19,0
Female,19,0
Female,19,0
Female,19,0
Female,19,0
Female,19,0
Female,19,0
Female,19,0
Female,19,0
Female,19,0
Female,19,0
Female,19,0
Female,19,0
Female,19,0
Female,19,0
Female,19,0
Female,19,0
Female,19,0
Female,19,0
Female,19,0
Female,19,0
Female,19,0
Female,19,0
Female,19,0
Female,19,0
Female,19,0
Female,19,0
Female,19,0
Female,19,0
Female,19,0
Female,19,0
Female,19,0
Female,19,0
Female,19,0
Female,19,0
Female,19,0
Female,19,0
Female,19,0
Female,19,0
Female,19,0
Female,19,0
Female,19,0
Female,19,0
Female,19,0
Female,19,0
Female,19,0
Female,19,0
Female,19,0
Female,19,0
Female,19,0
Female,19,0
Female,19,0
Female,19,0
Female,19,0
Female,19,0
Female,19,0
Female,19,0
Female,19,0
Female,19,0
Female,19,0
Female,19,0
Female,19,0
Female,19,0
Female,19,0
Female,19,0
Female,19,0
Female,19,0
Female,19,0
Female,19,0
Female,19,0
Female,19,0
Female,19,0
Female,19,0
Female,19,0
Female,19,0
Female,19,0
Female,19,0
Female,19,0
Female,19,0
Female,19,0
Female,19,0
Female,19,0
Female,19,0
Female,19,0
Female,19,0
Female,19,0
Female,19,0
Female,19,0
Female,19,0
Female,19,0
Female,19,0
Female,19,0
Female,19,0
Female,19,0
Female,19,0
Female,19,0
Female,19,0
Female,19,0
Female,19,0
Female,19,0
Female,19,0
Female,19,0
Female,19,0
Female,19,0
Female,19,0
Female,19,0
Female,19,0
Female,19,0
Female,19,0
Female,19,0
Female,19,0
Female,19,0
Female,19,0
Female,19,0
Female,19,0
Female,19,0
Female,19,0
Female,19,0
Female,19,0
Female,19,0
Female,19,0
Female,19,0
Female,19,0
Female,19,0
Female,19,0
Female,19,0
Female,19,0
Female,19,0
Female,19,0
Female,19,0
Female,19,0
Female,19,0
Female,19,0
Female,19,0
Female,19,0
Female,19,0
Female,19,0
Female,19,0
Female,19,0
Female,19,0
Female,19,0
Female,19,0
Female,19,0
Female,19,0
Female,19,0
Female,19,0
Female,19,0
Female,19,0
Female,19,0
Female,19,0
Female,19,0
Female,19,0
Female,19,0
Female,19,0
Female,19,0
Female,19,0
Female,19,0
Female,19,0
Female,19,0
Female,19,0
Female,19,0
Female,19,0
Female,19,0
Female,19,0
Female,19,0
Female,19,0
Female,19,0
Female,19,0
Female,19,0
Female,19,0
Female,19,0
Female,19,0
Female,19,0
Female,19,0
Female,19,0
Female,19,0
Female,19,0
Female,19,0
Female,19,0
Female,19,0
Female,19,0
Female,19,0
Female,19,0
Female,19,0
Female,19,0
Female,19,0
Female,19,0
Female,19,0
Female,19,0
Female,19,0
Female,19,0
Female,19,0
Female,19,0
Female,19,0
Female,19,0
Female,19,0
Female,19,0
Female,19,0
Female,19,0
Female,19,0
Female,19,0
Female,19,0
Female,19,0
Female,19,0
Female,19,0
Female,19,0
Female,19,0
Female,19,0
Female,19,0
Female,19,0
Female,19,0
Female,19,0
Female,19,0
Female,19,0
Female,19,0
Female,19,0
Female,19,0
Female,19,0
Female,19,0
Female,19,0
Female,19,0
Female,19,0
Female,19,0
Female,19,0
Female,19,0
Female,19,0
Female,19,0
Female,19,0
Female,19,0
Female,19,0
Female,19,0
Female,19,0
Female,19,0
Female,19,0
Female,19,0
Female,19,0
Female,19,0
Female,19,0
Female,19,0
Female,19,0
Female,19,0
Female,19,0
Female,19,0
Female,19,0
Female,19,0
Female,19,0
Female,19,0
Female,19,0
Female,19,0
Female,19,0
Female,19,0
Female,19,0
Female,19,0
Female,19,0
Female,19,0
Female,19,0
Female,19,0
Female,19,0
Female,19,0
Female,19,0
Female,19,0
Female,19,0
Female,19,0
Female,19,0
Female,19,0
Female,19,0
Female,19,0
Female,19,0
Female,19,0
Female,19,0
Female,19,0
Female,19,0
Female,19,0
Female,19,0
Female,19,0
Female,19,0
Female,19,0
Female,19,0
Female,19,0
Female,19,0
Female,19,0
Female,19,0
Female,19,0
Female,19,0
Female,19,0
Female,19,0
Female,19,0
Female,19,0
Female,19,0
Female,19,0
Female,19,0
Female,19,0
Female,19,0
Female,19,0
Female,19,0
Female,19,0
Female,19,0
Female,19,0
Female,19,0
Female,19,0
Female,19,0
Female,19,0
Female,19,0
Female,19,0
Female,19,0
Female,19,0
Female,19,0
Female,19,0
Female,19,0
Female,19,0
Female,19,0
Female,19,0
Female,19,0
Female,19,0
Female,19,0
Female,19,0
Female,19,0
Female,19,0
Female,19,0
Female,19,0
Female,19,0
Female,19,0
Female,19,0
Female,19,0
Female,19,0
Female,19,0
Female,19,0
Female,19,0
Female,19,0
Female,19,0
